Datum ID,Repeat,Plant ID,light_intensity,r,g,b,w,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,pitch,roll,time,Phi2_2000,PhiNPQ_2000,NPQt_2000,PhiNO_2000,qL_2000,FvP/Fm_2000_P,qP_2000,Phi2_1500,PhiNPQ_1500,NPQt_1500,PhiNO_1500,qL_1500,FvP/Fm_1500_P,qP_1500,Fm_2000_Prime,Fs_2000,Fo_2000_Prime,RFd,MPF_slope_2000,MPF_rsquared_2000,baseline,Light Intensity (PAR),Leaf Temp Differential,Ambient Temperature,Ambient Humidity,Leaf Angle,Fm_1500_Prime,Fs_1500,Fo_1500_Prime,MPF_slope_1500,MPF_rsquared_1500,order,Phi2_1000,PhiNPQ_1000,NPQt_1000,PhiNO_1000,qL_1000,FvP/Fm_1000_P,qP_1000,Fm_1000_Prime,Fs_1000,Fo_1000_Prime,MPF_slope_1000,MPF_rsquared_1000,Phi2_500,PhiNPQ_500,NPQt_500,PhiNO_500,qL_500,FvP/Fm_500_P,qP_500,Fm_500_Prime,Fs_500,Fo_500_Prime,MPF_slope_500,MPF_rsquared_500,Phi2_250,PhiNPQ_250,NPQt_250,PhiNO_250,qL_250,FvP/Fm_250_P,qP_250,Fm_250_Prime,Fs_250,Fo_250_Prime,MPF_slope_250,MPF_rsquared_250,LEF,messages,PhiNPQ_2000_MPF,npqt_2000_MPF,PhiNPQ_1500_MPF,npqt_1500_MPF,PhiNPQ_1000_MPF,npqt_1000_MPF,PhiNPQ_500_MPF,npqt_500_MPF,PhiNPQ_250_MPF,npqt_250_MPF,User,Device ID,Status,Notes,Latitude,Longitude
2714778,1,24,0,1,1,1,1,23.54,24.58496,777.03998,25.03,29.04199,777.39783,26.01,0.52,SE,218.67,6.633,-4.88,-4.5,1/8/22,0.101,0.813,9.546,0.085,0.244,0.316,0.32,0.137,0.782,9.597,0.081,0.344,0.315,0.434,739.268,664.3,505,0.702,-153654.793,-0.989,0,0,2.47,23.54,24.58496,6.633,723.234,624.3,495,-163939.694,-0.962,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.162,0.757,9.298,0.081,0.408,0.322,0.504,735.465,616.3,499,-110446.369,-0.923,0.298,0.602,6.081,0.099,0.617,0.408,0.732,881.396,618.3,522,-238744.792,-0.957,0.412,0.468,3.914,0.12,0.706,0.498,0.828,1118.508,657.3,561,-352271.435,-0.988,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31264779,-105.5850621
2714777,1,18,0.241,1,1,1,2,24.7,24.67188,777.18018,26.55,28.83594,777.56671,26.79,1.16,E ,286.48,15.835,-15.81,0.89,1/8/22,0.161,0.683,4.401,0.155,0.213,0.475,0.34,0.174,0.691,5.128,0.135,0.265,0.443,0.393,1038.977,871.3,546,1.01,-291583.151,-0.977,0,0.241,2.09,24.7,24.67188,15.835,979.016,808.3,545,-152469.329,-0.806,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.2,0.678,5.574,0.122,0.338,0.2,0.431,1680.5,777.7,558,179535.62,0.574,0.349,0.52,3.946,0.132,0.542,0.349,0.614,1680.5,780.3,603,758841.006,0.708,0.503,0.341,2.178,0.157,0.658,0.503,0.801,1680.5,836,663,790824.376,0.75,0.054,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31262166,-105.5850615
2714776,1,1,0.544,5.6,2,2.6,6.6,25.82,22.88867,777.39905,27.07,28.30664,777.80469,27.81,0.87,SE,238.8,2.101,-0.63,-2,1/8/22,0.234,0.593,3.423,0.173,0.277,0.525,0.447,0.274,0.581,4.006,0.145,0.387,0.494,0.555,599.447,459,285,1.508,-267067.844,-0.985,0,0.544,1.99,25.82,22.88867,2.101,553.768,402,280,-240739.901,-0.996,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.347,0.509,3.514,0.145,0.491,0.519,0.667,605.567,395.7,291,-266006.848,-0.966,0.518,0.302,1.685,0.179,0.592,0.645,0.803,887.439,427.7,315,-570711.071,-0.996,0.601,0.218,1.204,0.181,0.681,0.689,0.873,1051.546,419.3,327,-702489.757,-0.997,0.147,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.3125902,-105.5850501
2714775,1,27,0.294,4.8,1.8,1.8,5,26.56,21.39355,777.80139,28.52,27.92676,778.1178,28.89,0.94,SE,232.71,12.865,-12.87,0,1/8/22,0.298,0.479,2.157,0.222,0.275,0.607,0.491,0.331,0.492,2.781,0.177,0.384,0.563,0.588,191.432,134.3,75,2.053,-113974.968,-0.997,0,0.294,2.33,26.56,21.39355,12.865,169.971,113.7,74,-105873.691,-0.985,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.458,0.356,1.91,0.186,0.504,0.626,0.732,206.118,111.7,77,-174959.316,-0.999,0.618,0.167,0.778,0.215,0.59,0.733,0.843,310.785,118.7,83,-352920.359,-0.998,0.673,0.124,0.608,0.204,0.677,0.752,0.894,338.933,111,84,-378453.159,-0.997,0.089,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31251287,-105.5851114
2714774,1,5,0,0,0,0,0,27.18,21.07129,777.88531,29.01,29.0166,778.26459,29.61,0.97,SE,229.9,13.813,-13.81,0,1/8/22,0.258,0.56,3.063,0.183,0.289,0.546,0.472,0.298,0.557,3.844,0.145,0.421,0.502,0.593,872.03,647.3,396,1.462,-417989.182,-0.988,0,0,2.43,27.18,21.07129,13.813,784.94,551.3,391,-349536.771,-0.978,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.395,0.449,2.878,0.156,0.519,0.557,0.709,915.559,553.7,405,-489321.268,-0.982,0.544,0.265,1.394,0.19,0.586,0.671,0.811,1297.512,591.3,427,-1001388.71,-1,0.594,0.226,1.254,0.18,0.675,0.684,0.868,1366.637,555,432,-1038476.464,-0.992,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31258136,-105.5850725
2714773,1,7,0,1,1,1,1,27.83,21.77051,778.08362,27.88,29.21484,778.45044,28.21,1.43,NW,62.24,8.456,-7.96,2.86,1/8/22,0.251,0.596,3.876,0.154,0.334,0.5,0.501,0.253,0.613,4.586,0.134,0.389,0.466,0.544,334.545,250.7,167,1.381,-156964.668,-0.936,0,0,0.38,27.83,21.77051,8.456,305.406,228,163,-109230.694,-0.875,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.306,0.566,4.416,0.128,0.489,0.474,0.645,319.753,222,168,-40227.241,-0.334,0.475,0.365,2.289,0.159,0.611,0.597,0.796,461.998,242.3,186,-120617.678,-0.857,0.58,0.247,1.426,0.173,0.686,0.668,0.868,587.205,246.7,195,-329498.676,-0.995,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.312633,-105.5850696
2714772,1,41,0,1,1,1,1,28.2,20.86035,778.15594,27.23,29.20703,778.4519,29.15,0.91,SE,231.84,19.129,-18.82,3.5,1/8/22,0.207,0.682,6.135,0.111,0.382,0.406,0.51,0.257,0.642,6.309,0.102,0.517,0.4,0.641,509.225,403.7,302,1.068,-184914.317,-0.959,0,0,0.95,28.2,20.86035,19.129,498.621,370.7,299,-199449.246,-0.893,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.34,0.541,4.531,0.119,0.583,0.469,0.725,604.222,399,321,-308421.337,-0.956,0.468,0.389,2.728,0.143,0.672,0.567,0.825,801.287,426.3,347,-544200.656,-0.994,0.516,0.344,2.472,0.139,0.76,0.584,0.884,849.213,410.7,353,-531132.754,-0.967,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31260897,-105.5850962
2714771,1,13,0.485,3.8,1,1.8,4.8,28.52,19.58105,778.27576,27.78,26.62402,778.57263,28.97,0.5,NE,335.49,7.364,-5.08,-5.33,1/8/22,0.141,0.684,3.9,0.175,0.165,0.499,0.283,0.16,0.695,4.782,0.145,0.226,0.458,0.35,892.145,766.3,447,0.834,-265749.453,-0.977,0,0.485,0.45,28.52,19.58105,7.364,802.166,673.7,435,-189207.849,-0.961,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.193,0.675,5.11,0.132,0.299,0.444,0.434,796.112,642.7,443,-96957.935,-0.672,0.308,0.559,4.198,0.133,0.474,0.308,0.606,1304.889,645,481,197144.781,0.659,0.455,0.392,2.567,0.153,0.61,0.455,0.762,1304.889,711.3,551,444314.708,0.721,0.099,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31264076,-105.585014
2714770,1,16,0,0,0,0,0,21.99,24.61621,778.3175,22.22,29.46289,778.70343,22.29,0.53,SE,204.5,24.993,-24.77,-3.43,1/17/22,0.181,0.593,2.634,0.225,0.165,0.573,0.316,0.239,0.594,3.568,0.167,0.294,0.517,0.463,1204.324,986,514,2.039,-439242.951,-0.997,0,0,0.3,21.99,24.61621,24.993,1023.398,778.7,495,-408986.42,-0.992,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.349,0.494,3.153,0.157,0.457,0.54,0.647,1097.512,714,505,-583591.668,-0.997,0.581,0.217,1.078,0.202,0.59,0.701,0.828,1843.672,773,551,-1722316.607,-0.997,0.671,0.106,0.477,0.223,0.617,0.768,0.874,2489.159,819,578,-2689503.28,-0.993,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.3127426,-105.5857705
2714768,1,19,0.089,1,0,0,1,23.28,25.18652,778.08752,25.08,31.16895,778.41235,24.43,1.35,SE,205.66,15.311,-15.07,-2.72,1/17/22,0.176,0.609,2.828,0.215,0.168,0.56,0.314,0.229,0.61,3.801,0.161,0.293,0.504,0.455,1095.142,902.3,481,1.631,-335288.238,-0.989,0,0.089,1.15,23.28,25.18652,15.311,956.568,737.3,474,-299726.723,-0.975,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.328,0.515,3.263,0.158,0.426,0.534,0.614,1050.862,706.7,490,-430746.519,-0.988,0.542,0.258,1.296,0.199,0.558,0.68,0.798,1647.111,753.7,527,-1503647.37,-0.991,0.62,0.171,0.815,0.209,0.607,0.729,0.851,2015.429,766,546,-1870002.992,-0.994,0.025,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31258769,-105.5850325
2714767,1,18,0,1,1,1,1,24.57,24.05957,778.02271,26.38,28.93066,778.36969,26.15,1.36,SE,220.9,10.976,-10.82,1.86,1/17/22,0.195,0.599,2.911,0.206,0.194,0.555,0.351,0.231,0.613,3.92,0.156,0.303,0.498,0.464,1027.749,827.7,457,1.514,-382850.616,-0.991,0,0,1.58,24.57,24.05957,10.976,898.3,690.7,451,-313673.15,-0.98,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.303,0.549,3.702,0.148,0.419,0.509,0.595,949.656,662,466,-330800.15,-0.973,0.51,0.296,1.521,0.194,0.537,0.659,0.773,1479.604,725.3,504,-1120088.618,-0.988,0.602,0.19,0.916,0.208,0.595,0.718,0.839,1864.686,741.7,526,-1696582,-0.987,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31279478,-105.5849213
2714766,1,15,0.165,3,1,1,3,25.61,23.22852,778.00812,27.46,29.44531,778.32727,27.39,1.82,S ,181.08,11.622,-11.57,1.12,1/17/22,0.214,0.554,2.389,0.232,0.189,0.59,0.363,0.27,0.553,3.127,0.177,0.312,0.542,0.497,642.205,504.7,263,1.728,-255510.473,-0.995,0,0.165,1.78,25.61,23.22852,11.622,561.735,410.3,257,-252646.507,-0.985,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.353,0.48,2.878,0.167,0.434,0.557,0.634,590.773,382,262,-288701.059,-0.992,0.548,0.242,1.157,0.209,0.537,0.693,0.791,927.845,419,284,-814426.113,-0.993,0.633,0.142,0.634,0.224,0.579,0.749,0.845,1172.078,429.7,294,-1222033.721,-0.989,0.047,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31271301,-105.584962
2714765,1,11,0,0.4,0.4,0.4,0.4,26.42,23.78516,777.93732,27.59,31.02637,778.28485,28.11,1.05,E ,292.32,18.817,-18.45,3.75,1/17/22,0.184,0.623,3.215,0.194,0.194,0.537,0.342,0.221,0.627,4.122,0.152,0.298,0.488,0.453,1082.797,884,502,1.538,-384438.485,-0.993,0,0,1.69,26.42,23.78516,18.817,958.064,746.3,491,-313675.567,-0.988,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.3,0.561,4.05,0.139,0.444,0.491,0.611,989.025,692,503,-338345.552,-0.954,0.486,0.339,1.943,0.174,0.571,0.624,0.78,1453.964,746.7,547,-926623.489,-0.999,0.606,0.187,0.904,0.207,0.6,0.719,0.842,2064.052,813.3,579,-1771005.237,-0.994,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31267584,-105.5850246
2714764,1,2,0.089,1,0,0,1,22.34,17.41016,777.3111,22.29,24.94141,777.67999,22.57,1.18,S ,193.5,15.258,-14.43,-5.02,2/2/22,0.243,0.551,2.663,0.207,0.241,0.571,0.425,0.285,0.545,3.218,0.17,0.345,0.536,0.531,1756.292,1330,753,1.522,-863812.004,-0.999,0,0.089,0.23,22.34,17.41016,15.258,1578.117,1128.3,732,-766906.031,-1,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.387,0.437,2.48,0.176,0.451,0.584,0.664,1828.034,1120,761,-1084881.172,-0.998,0.561,0.223,1.029,0.216,0.532,0.706,0.794,2788.951,1224,819,-3059700.483,-0.987,0.603,0.187,0.889,0.21,0.589,0.721,0.837,2972.912,1179,830,-3183284.843,-0.981,0.024,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31270933,-105.5850633
2714763,1,19,0.228,2,1,1,2.6,22.53,27.66895,777.32983,20.99,36.23242,777.66718,22.39,1.17,SE,214.86,16.099,-15.91,-2.51,2/2/22,0.233,0.544,2.439,0.223,0.214,0.587,0.397,0.286,0.532,2.914,0.182,0.321,0.555,0.515,1270.531,975,525,1.76,-593137.012,-0.994,0,0.228,-0.14,22.53,27.66895,16.099,1152.605,823,513,-599884.854,-0.996,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.399,0.415,2.229,0.186,0.439,0.602,0.662,1333.618,802,531,-943903.959,-0.998,0.582,0.196,0.883,0.222,0.538,0.722,0.807,2065.19,862.7,575,-2387381.459,-0.984,0.638,0.143,0.656,0.219,0.597,0.747,0.854,2314.893,838.7,586,-2781304.868,-0.98,0.065,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31262512,-105.5850232
2714762,1,7,0.291,5,2,2,5.2,22.9,24.53809,777.31781,20.64,38.3252,777.72791,22.53,0.79,NW,56.83,10.46,-10.45,-0.4,2/2/22,0.198,0.599,2.945,0.203,0.2,0.553,0.358,0.25,0.592,3.735,0.158,0.323,0.508,0.492,1210.705,971,541,1.909,-452341.063,-0.997,0,0.291,-0.37,22.9,24.53809,10.46,1066.527,800,525,-436220.681,-0.989,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.376,0.456,2.705,0.168,0.457,0.568,0.661,1266.599,790.7,547,-831951.893,-0.997,0.583,0.201,0.928,0.216,0.553,0.717,0.814,2106.103,877.7,596,-2345664.231,-0.991,0.656,0.124,0.567,0.219,0.613,0.757,0.867,2536.293,872,617,-3099298.136,-0.99,0.086,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31263145,-105.5850082
2714761,1,18,0,0.6,0.6,0.6,0.6,23,29.8418,777.36755,21.84,39.13379,777.74194,23.29,1,SE,243.03,10.265,-8.74,5.4,2/2/22,0.22,0.576,2.836,0.203,0.222,0.56,0.393,0.263,0.562,3.203,0.175,0.307,0.537,0.489,988.424,770.7,435,1.716,-453999.022,-1,0,0,0.29,23,29.8418,10.265,938.797,692,434,-456992.289,-0.999,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.373,0.443,2.404,0.184,0.415,0.589,0.633,1097.556,688.3,451,-719309.817,-0.994,0.561,0.219,0.991,0.221,0.521,0.71,0.789,1666.987,732.3,483,-1923357.348,-0.983,0.632,0.144,0.643,0.224,0.578,0.748,0.845,1980.806,729.3,499,-2509224.479,-0.984,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.3126528,-105.5849926
2714760,1,34,0.036,1,0.6,0.6,1,23.65,19.95215,777.35541,22.69,39.24316,777.73486,23.49,0.92,E ,253.79,15.747,-14.93,-5.06,2/2/22,0.269,0.53,2.638,0.201,0.274,0.573,0.469,0.322,0.505,2.914,0.173,0.381,0.555,0.58,761.873,557,325,1.728,-440602.428,-0.998,0,0.036,-0.16,23.65,19.95215,15.747,725.679,492,323,-455163.943,-0.998,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.454,0.357,1.891,0.189,0.493,0.628,0.723,912.915,498.3,340,-851483.657,-0.994,0.593,0.191,0.884,0.216,0.562,0.721,0.822,1316.966,536,367,-1679810.277,-0.979,0.633,0.161,0.784,0.205,0.632,0.732,0.865,1393.869,511,373,-1748813.73,-0.969,0.01,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31263695,-105.5849857
2714759,1,31,0,0.2,0.2,0.2,0.2,23.98,31.59082,777.32202,22.06,45.07812,777.76782,24.13,0.75,E ,258.11,10.973,-5.14,-9.71,2/2/22,0.194,0.554,2.203,0.252,0.158,0.604,0.322,0.247,0.554,2.779,0.199,0.253,0.564,0.438,474.962,382.7,188,1.656,-200025.665,-0.997,0,0,0.15,23.98,31.59082,10.973,410.148,309,179,-178831.108,-0.989,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.331,0.484,2.624,0.185,0.367,0.574,0.577,420.062,281,179,-219480.09,-0.989,0.52,0.296,1.61,0.184,0.579,0.652,0.798,553.881,266,193,-422309.299,-0.998,0.623,0.159,0.735,0.217,0.588,0.738,0.845,804.618,303,211,-676556.969,-0.998,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.3124517,-105.5857688
2714758,1,26,0,0,0,0,0,22.58,27.13965,783.78748,22.78,31.19531,784.14142,23.63,1.35,SE,240.08,10.762,-10.06,3.84,2/10/22,0.103,0.494,1.228,0.402,0.053,0.687,0.151,0.164,0.603,2.591,0.233,0.144,0.576,0.284,1406.91,1261.3,441,1.472,-345664.979,-1,0,0,1.05,22.58,27.13965,10.762,950.644,795,403,-277204.109,-0.997,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.244,0.574,3.166,0.181,0.276,0.539,0.453,868.551,656.3,400,-306293.302,-0.996,0.452,0.358,1.89,0.19,0.489,0.628,0.72,1158.755,634.7,431,-841644.666,-0.997,0.595,0.17,0.728,0.234,0.521,0.738,0.806,1807.798,731.3,473,-1816844.401,-0.992,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31249,-105.5857297
2714757,1,34,0,0.6,0.6,0.6,0,22.44,36.56738,783.85388,21.21,43.26465,784.23608,22.47,0.76,E ,256.12,15.542,-15.06,-3.9,2/10/22,0.094,0.552,1.557,0.355,0.054,0.656,0.143,0.166,0.599,2.555,0.235,0.145,0.579,0.287,2154.268,1952.7,741,1.218,-465157.613,-0.999,0,0,0.03,22.44,36.56738,15.542,1605.248,1338.7,677,-494051.042,-0.999,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.258,0.541,2.686,0.201,0.263,0.57,0.453,1568.538,1163.7,675,-685025.607,-0.993,0.448,0.333,1.514,0.22,0.417,0.66,0.678,2124.639,1173.7,722,-1679236.276,-0.991,0.549,0.182,0.679,0.269,0.419,0.744,0.738,3093.113,1394.7,792,-2796642.191,-0.992,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31261314,-105.5850483
2714756,1,18,0,0.4,0.4,0.4,0.4,22.08,42.35938,783.88202,20.77,49.24805,784.29828,22.15,1.06,SE,229.15,7.291,-6.23,3.79,2/10/22,0.085,0.484,1.122,0.431,0.04,0.697,0.122,0.157,0.536,1.743,0.307,0.105,0.64,0.246,1172.149,1072.7,355,1.111,-245044.309,-0.998,0,0,0.07,22.08,42.35938,7.291,833.731,702.7,300,-254329.842,-0.999,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.226,0.53,2.169,0.244,0.19,0.606,0.373,755.91,585,298,-252051.962,-0.999,0.385,0.386,1.689,0.229,0.345,0.645,0.597,880.951,541.7,313,-476933.709,-0.996,0.526,0.202,0.744,0.272,0.397,0.737,0.714,1282.17,607.3,338,-1108540.914,-0.991,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31255221,-105.5850004
2714755,1,23,0,1,1,1,0,22.04,37.94043,783.91425,21.4,46.19824,784.35468,22.23,1.73,E ,250.53,10.337,-9.99,2.65,2/10/22,0.094,0.558,1.604,0.348,0.056,0.652,0.144,0.176,0.608,2.815,0.216,0.167,0.561,0.314,1354.261,1226.7,471,1.184,-311962.021,-0.999,0,0,0.19,22.04,37.94043,10.337,959.912,790.7,421,-298619.807,-0.998,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.256,0.562,3.081,0.182,0.288,0.545,0.47,938.43,698,427,-345585.223,-1,0.42,0.38,1.908,0.199,0.432,0.627,0.671,1250.567,725,467,-848349.004,-0.988,0.542,0.218,0.908,0.24,0.463,0.719,0.754,1789.177,819.3,503,-1709573.771,-0.989,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31261177,-105.5850575
2714754,1,3,0,0.6,0.6,0.6,0.6,22.07,46.5127,783.99615,20.38,54.89551,784.44861,21.95,1.08,SE,231.91,14.113,-12.09,7.33,2/10/22,0.06,0.613,1.875,0.327,0.038,0.629,0.095,0.107,0.571,1.771,0.322,0.068,0.638,0.168,2001.838,1881.7,742,0.7,-322743.584,-0.992,0,0,-0.12,22.07,46.5127,14.113,1516.356,1353.7,549,-307986.305,-1,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.154,0.599,2.422,0.247,0.128,0.588,0.262,1262.425,1068,520,-218937.507,-0.984,0.265,0.536,2.693,0.199,0.273,0.569,0.466,1195.449,878.7,515,-97388.134,-0.651,0.412,0.379,1.815,0.209,0.404,0.634,0.649,1473.832,867,539,-215720.681,-0.676,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31258327,-105.5851653
2714753,1,19,0,0.2,0.2,0.2,0,22.16,48.19141,784.15234,21.19,54.29395,784.60065,21.99,1.09,SE,206.7,14.928,-14.21,-4.61,2/10/22,0.087,0.544,1.474,0.369,0.048,0.664,0.131,0.167,0.604,2.643,0.229,0.15,0.573,0.292,1881.59,1718.3,633,1.253,-407958.05,-0.998,0,0,-0.17,22.16,48.19141,14.928,1290.404,1074.3,552,-387845.034,-0.999,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.245,0.56,2.881,0.195,0.258,0.557,0.44,1241.529,937.3,550,-445596.847,-0.999,0.428,0.366,1.778,0.206,0.426,0.637,0.671,1636.855,936.7,594,-1176073.714,-0.988,0.556,0.195,0.781,0.249,0.457,0.733,0.759,2420.972,1074.3,647,-2368946.944,-0.99,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31257273,-105.5851584
2714752,1,2,0,0.6,0.6,0.6,0.6,22.33,44.2832,784.13263,21.6,52.88379,784.58472,20.95,1.27,S ,200.07,15.218,-14.02,-5.98,2/10/22,0.11,0.585,1.924,0.304,0.074,0.625,0.176,0.193,0.597,2.841,0.21,0.189,0.56,0.345,2139.242,1903.3,802,1.055,-549328.001,-1,0,0,-1.38,22.33,44.2832,15.218,1670.56,1347.7,736,-582518.587,-1,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.266,0.551,3.024,0.182,0.3,0.548,0.486,1643.7,1205.7,743,-633308.666,-0.997,0.422,0.383,1.958,0.196,0.442,0.623,0.677,2127.971,1230.7,803,-1366603.579,-0.992,0.513,0.255,1.102,0.232,0.454,0.699,0.735,2866.799,1395,863,-2160424.848,-0.997,,,,,,,,,,,,,1865,06:03:03:43,submitted,,41.31254173,-105.5851506
